0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
0,d_18950101,0,0,0,0,0,100,0,0,0,0,0
0,d_18950201,0,0,0,0,0,100,0,0,0,0,0
0,d_18950301,0,0,0,0,0,100,0,0,0,0,0
0,d_18950401,0,0,0,0,0,100,0,0,0,0,0
0,d_18950501,0,0,0,0,0,100,0,0,0,0,0
0,d_18950601,0,0,0,0,0,100,0,0,0,0,0
0,d_18950701,0,0,0,0,0,100,0,0,0,0,0
0,d_18950801,0,0,0,0,0,100,0,0,0,0,0
35.5,d_18950901,2.5,0.1,0,0,0,0,62,29.5,4.5,0.8,0
58.5,d_18951001,40.5,18.9,5.8,4.3,2.1,0,1,0,0,0,0
60.4,d_18951101,39.6,15.3,3.7,1.3,0,0,0.1,0,0,0,0
44.5,d_18951201,55.3,22.3,5.2,2.1,0,0,0.1,0,0,0,0
36.5,d_18960101,20.8,11.7,2.3,0.4,0,0,42.7,16.3,0,0,0
58.7,d_18960201,37.8,26.8,9.9,2.1,0.1,0,3.5,0,0,0,0
61,d_18960301,25.1,12.5,1.6,0.1,0,0,13.8,3.5,0,0,0
46.7,d_18960401,22.1,10.4,0.4,0,0,0,31.3,17.5,1.7,0,0
41.1,d_18960501,21.3,8.2,0.1,0,0,0,37.8,22.2,5.5,1.3,0
51.3,d_18960601,17.3,4.8,0,0,0,0,31.4,16.9,0,0,0
42.2,d_18960701,15.9,4.3,0.3,0,0,0,41.9,24.1,4,0,0
37.8,d_18960801,12.9,2.4,0,0,0,0,49.4,37.6,14.6,3,0
39.9,d_18960901,2.6,0,0,0,0,0,57.5,49,26.3,12.7,1.6
61.5,d_18961001,0,0,0,0,0,0,38.5,16,3.6,0.5,0
2,d_18961101,0,0,0,0,0,0,97.9,82,46.4,23.7,12.4
17,d_18961201,0,0,0,0,0,0,83,56.5,37.3,16.2,5.7
41.6,d_18970101,0,0,0,0,0,0,58.4,21.8,6.3,0.4,0
19.3,d_18970201,0,0,0,0,0,0,80.7,39.6,2.9,0,0
6.6,d_18970301,0,0,0,0,0,0,93.3,51.5,5.1,1.8,0
32.6,d_18970401,0,0,0,0,0,0,67.3,26.9,3.4,0.3,0
53.4,d_18970501,0,0,0,0,0,0,46.7,18.2,1,0,0
50.9,d_18970601,0,0,0,0,0,0,49.1,18.5,3.1,0,0
62.8,d_18970701,0,0,0,0,0,0,37.2,13.5,1.8,0,0
77.1,d_18970801,0,0,0,0,0,0,23,7.3,0,0,0
64.3,d_18970901,0,0,0,0,0,0,35.7,13.4,2.2,0,0
31.1,d_18971001,0.2,0,0,0,0,0,68.7,29.1,4.4,0.4,0
80.2,d_18971101,8.1,3,0,0,0,0,11.7,0.7,0,0,0
49.8,d_18971201,49.6,34,12.3,10,5.6,0,0.6,0,0,0,0
44.3,d_18980101,55.6,46.4,22.2,8.1,0,0,0.1,0,0,0,0
38.5,d_18980201,61.5,39.6,18.5,10.2,1.4,0,0,0,0,0,0
24.5,d_18980301,75.5,63.2,36.3,22.8,7.9,0,0,0,0,0,0
19.6,d_18980401,80.5,69,42.7,27.7,11.8,0,0,0,0,0,0
23.5,d_18980501,76.5,62.5,32.8,19.7,6.9,0,0,0,0,0,0
23.2,d_18980601,76.7,60.5,29.4,18.1,6.7,0,0,0,0,0,0
8.1,d_18980701,91.9,77.9,43.2,26.8,11,0,0,0,0,0,0
9.6,d_18980801,90.5,75.5,37.2,21.8,4.4,0,0,0,0,0,0
13.4,d_18980901,86.6,65.3,19.4,1.2,0,0,0,0,0,0,0
17.9,d_18981001,82.2,49.9,4,0.4,0,0,0,0,0,0,0
15.4,d_18981101,84.6,68.6,16.1,1.3,0,0,0,0,0,0,0
15.9,d_18981201,84.1,64.5,6.9,1.2,0,0,0,0,0,0,0
78.4,d_18990101,21.5,4.3,0,0,0,0,0.1,0,0,0,0
10.4,d_18990201,89.6,73.9,21.3,7.5,1.2,0,0,0,0,0,0
46.2,d_18990301,53.4,27.6,5.4,0.4,0,0,0.4,0,0,0,0
39.1,d_18990401,60.8,34.4,10.5,2.6,0,0,0.2,0,0,0,0
39.2,d_18990501,60.8,34.9,14.8,4.6,0.1,0,0,0,0,0,0
43.2,d_18990601,56.7,33.1,8.9,2.7,0,0,0,0,0,0,0
47.7,d_18990701,52.2,31.4,7,1.2,0,0,0,0,0,0,0
52.6,d_18990801,47,27.7,1.7,0,0,0,0.4,0,0,0,0
61.3,d_18990901,32.8,21.7,7.9,6.4,4.7,0,5.9,1.2,0.1,0,0
33,d_18991001,31.7,22.1,9.8,6,3.2,0,35.3,19.8,1.6,0.6,0
24.2,d_18991101,15.2,8.9,3.4,1.1,0,0,60.5,55.3,42.7,26.7,9.2
29.2,d_18991201,20.3,11.6,3.9,0.5,0,0,50.5,37.8,7.2,0.7,0
41.2,d_19000101,20.2,11.8,3.3,0.9,0,0,38.6,25,1,0,0
36.8,d_19000201,47.2,31.6,7.8,1.9,0,0,16.1,6,0,0,0
32.2,d_19000301,55.5,43.5,16.8,4.9,0,0,12.3,5.3,0,0,0
37.1,d_19000401,49.9,30.2,4.6,0,0,0,13,5.3,0,0,0
55.1,d_19000501,32.5,14.8,0,0,0,0,12.4,1.8,0,0,0
58.6,d_19000601,27.7,10.7,0,0,0,0,13.6,2.8,0,0,0
60.3,d_19000701,37,14.6,0.5,0,0,0,2.7,1,0,0,0
37.3,d_19000801,62.8,31.5,1.4,0,0,0,0,0,0,0,0
32.7,d_19000901,67.4,23.8,0,0,0,0,0,0,0,0,0
61.9,d_19001001,34,13.4,0.5,0.1,0,0,4.1,0.3,0,0,0
17.3,d_19001101,2.1,1.2,0.1,0,0,0,80.6,64.4,23,4,0
32,d_19001201,3,1.6,0.1,0,0,0,65.1,42.4,10.8,0.6,0
28.7,d_19010101,5.1,2.6,1.2,0.8,0.3,0,66.1,43.1,16.9,4.7,0
21.1,d_19010201,0,0,0,0,0,0,78.9,52.3,9.8,3.2,0.4
48.4,d_19010301,0,0,0,0,0,0,51.6,18.5,3,1.1,0
53.7,d_19010401,0,0,0,0,0,0,46.3,22.7,3.8,1.7,0
39.3,d_19010501,0,0,0,0,0,0,60.8,29.7,6.3,2.7,0.3
37.8,d_19010601,0,0,0,0,0,0,62.2,30.6,5.2,1.9,0
39.4,d_19010701,7.9,0.2,0,0,0,0,52.8,26.3,6.6,1,0
73.8,d_19010801,6.3,0,0,0,0,0,20,6.3,1.4,0.3,0
53.7,d_19010901,0,0,0,0,0,0,46.3,20.9,4.8,2.3,0.2
59.9,d_19011001,0.2,0,0,0,0,0,39.9,9.8,0,0,0
77,d_19011101,19.6,11.7,4.9,3.6,1.3,0,3.4,0,0,0,0
76.2,d_19011201,19.1,13.2,5.7,4.3,2.3,0,4.7,0,0,0,0
21.9,d_19020101,78.2,28.8,5.3,3.7,1.2,0,0,0,0,0,0
44.2,d_19020201,41,14.9,4.1,2.7,1.1,0,14.7,4.4,0,0,0
57,d_19020301,24.5,7.8,3.3,1.7,0.1,0,18.4,4,0,0,0
55.1,d_19020401,21.6,6.6,2.7,1.2,0,0,23.3,9.7,0,0,0
46.1,d_19020501,32,11.1,4.8,2.3,0.1,0,21.9,8.9,0.6,0,0
48.6,d_19020601,38.4,11,3.5,1.1,0,0,12.9,4.8,0,0,0
39.4,d_19020701,47.2,17.8,4,2.8,0.1,0,13.5,4.9,0.5,0,0
38.4,d_19020801,48.2,15.7,2.4,0.3,0,0,13.5,4.5,1,0,0
66,d_19020901,13.3,6.9,0.7,0,0,0,20.6,13.4,3.4,1.4,0
42.4,d_19021001,12.4,6.8,0.8,0.1,0,0,45.2,35.1,20.6,14.9,5.9
67,d_19021101,10.2,3.2,0,0,0,0,22.8,15.9,6.8,0.2,0
67,d_19021201,13,3.4,0.7,0,0,0,20,14,3.8,0,0
62.8,d_19030101,14.3,0.5,0,0,0,0,22.9,13,3.1,1.2,0
53.6,d_19030201,38.4,9.6,0,0,0,0,8,3.3,0.2,0,0
70.6,d_19030301,7.1,0.3,0,0,0,0,22.3,5.9,0.2,0,0
78.6,d_19030401,5.4,0.3,0,0,0,0,15.8,3.1,0,0,0
79.8,d_19030501,9.7,1.2,0,0,0,0,10.5,2.2,0,0,0
81.9,d_19030601,5.9,0.8,0,0,0,0,12.3,2.6,0,0,0
80.4,d_19030701,7.8,1.1,0,0,0,0,11.8,2.8,0,0,0
67.6,d_19030801,25.6,7.6,0.2,0,0,0,6.9,0.4,0,0,0
79.7,d_19030901,13.6,4.6,0,0,0,0,6.8,0.6,0,0,0
39.2,d_19031001,50,27.5,4.5,1.1,0.1,0,10.8,5,0,0,0
26.6,d_19031101,22.6,11.2,4.3,1.3,0.1,0,50.9,32.4,2.6,0,0
34,d_19031201,64.2,55.8,39.4,25.6,14.1,0,1.7,0,0,0,0
32.8,d_19040101,66.6,60.9,53.5,47.9,32.6,0,0.6,0.1,0,0,0
12.8,d_19040201,54.3,51.1,33.8,23.5,6.6,0,32.9,24.1,8.1,2.6,0
11.6,d_19040301,49.3,37.6,13.4,8.7,2.2,0,39.1,35.7,27.9,15.9,5.8
13.6,d_19040401,45.3,30.2,11.7,6.8,1.6,0,41.1,38.2,26.9,16.8,5.8
10.6,d_19040501,47.9,36.2,9.7,3.8,0,0,41.3,38.4,25.8,14.7,3.7
10.8,d_19040601,47.8,36.5,17.3,11.6,6.1,0,41.4,38.6,24.8,14.9,3.1
14.8,d_19040701,43.2,28.9,9.9,7,3.7,0,42,39.3,28.1,17,6.9
33.2,d_19040801,24.8,10.5,4.7,3.3,1.5,0,42.1,34.5,15.1,6.7,0
41.1,d_19040901,7.2,5.2,3,1.6,0.7,0,51.7,46.1,36.5,24.9,10.6
22.7,d_19041001,6.1,4.8,2.8,1.6,0.7,0,71.3,63.4,48.1,42.5,36
29.9,d_19041101,7.2,5.9,4.2,3.3,2,0,62.7,51.6,30.2,13.6,1.4
63.7,d_19041201,17,13.2,5.7,4.4,3.1,0,19.3,6.9,2.7,0.9,0
69.3,d_19050101,12.3,5.2,1.8,0.3,0,0,18.5,6.1,0,0,0
68.5,d_19050201,5.5,0.7,0,0,0,0,26,15.5,8.5,4.1,0
46.2,d_19050301,0.2,0,0,0,0,0,53.6,31,10.8,7.7,0.9
51.5,d_19050401,4.5,0.3,0,0,0,0,44,27.5,10.9,7.1,0.5
39.9,d_19050501,2,0,0,0,0,0,58.1,31.5,9.5,3.8,0.3
52.4,d_19050601,6.1,0,0,0,0,0,41.4,27.5,11.9,5,1
52.8,d_19050701,13,1.4,0,0,0,0,34.2,28.4,14.2,6.8,2.6
53.7,d_19050801,5,0.1,0,0,0,0,41.3,30.8,16.5,7.2,2
41.1,d_19050901,10.3,5.4,0.2,0,0,0,48.6,33.7,19.1,13.8,3.6
35,d_19051001,12.6,8.2,1.5,0,0,0,52.5,34.6,20.8,10.2,1.4
32.3,d_19051101,12.6,8.1,0.2,0,0,0,55.1,35.3,8.7,1.3,0
34.4,d_19051201,61.4,40.7,19.5,5.8,0,0,4.2,1.7,0,0,0
87.4,d_19060101,8.3,0.6,0,0,0,0,4.2,0.1,0,0,0
75.5,d_19060201,18.1,2.5,0,0,0,0,6.4,2.2,0,0,0
36.6,d_19060301,0,0,0,0,0,0,63.3,31.2,1.8,0,0
35.4,d_19060401,0,0,0,0,0,0,64.4,35,3.6,0.4,0
20.9,d_19060501,0,0,0,0,0,0,79.1,54.1,14.2,3,0
17.8,d_19060601,0,0,0,0,0,0,82.1,58,17.3,3,0
9.5,d_19060701,0,0,0,0,0,0,90.7,70.6,27.2,7.6,0.3
12.4,d_19060801,0,0,0,0,0,0,87.7,68.9,36.6,13,0.2
6.3,d_19060901,0,0,0,0,0,0,93.7,85.8,58.4,39.3,12.9
11,d_19061001,0,0,0,0,0,0,89.1,76.5,43.1,26.4,4.5
14.8,d_19061101,0,0,0,0,0,0,85.2,77.2,50.2,30.5,11.7
18.3,d_19061201,0,0,0,0,0,0,81.6,70.3,38,12.8,4.1
9.2,d_19070101,0,0,0,0,0,0,90.8,81.8,50.2,23.1,4.8
16,d_19070201,0.2,0,0,0,0,0,83.9,59.1,14.1,4.1,1.8
2.9,d_19070301,0,0,0,0,0,0,97.1,89.6,53,31.7,9.8
4.1,d_19070401,0,0,0,0,0,0,95.9,87.5,46.1,21.8,5
5.4,d_19070501,0,0,0,0,0,0,94.5,83.4,42.4,18,3.9
3.5,d_19070601,0,0,0,0,0,0,96.4,86.6,48.3,23.4,5.8
1.9,d_19070701,0,0,0,0,0,0,98.1,93.2,58,33.1,9.2
2.3,d_19070801,0,0,0,0,0,0,97.7,91.8,59,35.3,13.1
19.3,d_19070901,1.7,0.2,0,0,0,0,79,62.5,30.1,17.5,8.7
21.3,d_19071001,0,0,0,0,0,0,78.7,51.6,26,14.6,8.5
30.7,d_19071101,0,0,0,0,0,0,69.2,45.3,16.5,9.4,4.1
60.6,d_19071201,30.9,7.5,0,0,0,0,8.5,4.9,0.4,0,0
81.5,d_19080101,6.2,0.5,0,0,0,0,12.3,3.3,0,0,0
69.5,d_19080201,8.8,1.3,0,0,0,0,21.7,5.6,0,0,0
64.5,d_19080301,34.4,15.9,3.3,0.4,0,0,1.2,0,0,0,0
58.2,d_19080401,40.3,25.3,5.9,1.2,0,0,1.4,0,0,0,0
59.2,d_19080501,36.3,20,4.1,0.2,0,0,4.5,0.2,0,0,0
53.9,d_19080601,37.5,18.5,3.2,0,0,0,8.7,1.2,0,0,0
54.8,d_19080701,43.4,18,3.2,0,0,0,1.8,0,0,0,0
78.1,d_19080801,15.7,6.5,0,0,0,0,6.2,0.3,0,0,0
33.1,d_19080901,40.8,24.2,4,0.7,0,0,26.2,13.9,0.8,0,0
36.4,d_19081001,40.6,23.5,4.3,0.4,0,0,22.9,9.4,0,0,0
25.7,d_19081101,63,48,15.1,4.4,0,0,11.3,0.9,0,0,0
32.8,d_19081201,55.3,33,1.5,0.2,0,0,12,6.1,0.6,0,0
5.4,d_19090101,0,0,0,0,0,0,94.7,76.1,20.8,6.4,0
2.6,d_19090201,0,0,0,0,0,0,97.3,86.6,37.6,13.6,0.7
2.7,d_19090301,0,0,0,0,0,0,97.2,84.2,26.9,9.5,0.1
7.7,d_19090401,0,0,0,0,0,0,92.3,68.1,13.2,2.9,0
16.1,d_19090501,0,0,0,0,0,0,83.9,53,8.8,1.4,0
26,d_19090601,0,0,0,0,0,0,73.9,38.5,6.7,1.1,0
25.4,d_19090701,0,0,0,0,0,0,74.7,42.5,6.7,1.5,0
9.1,d_19090801,0,0,0,0,0,0,90.8,69.1,16.9,6.3,0
2.2,d_19090901,0,0,0,0,0,0,97.8,91.6,43.8,18.7,3.4
63.2,d_19091001,1.7,0.1,0,0,0,0,35.1,15.8,5,1.5,0
61.2,d_19091101,14.9,6.6,0.2,0,0,0,24,14.8,7.3,4.6,0.3
36.1,d_19091201,2.3,0,0,0,0,0,61.5,38.4,13.8,6.2,0.1
22.7,d_19100101,0.2,0,0,0,0,0,77,47,15.4,5.7,0
54.8,d_19100201,1.3,0.1,0,0,0,0,43.9,24.1,3.7,0,0
66.1,d_19100301,0.5,0,0,0,0,0,33.4,14,0.3,0,0
75.6,d_19100401,3.2,0,0,0,0,0,21.2,11.6,1.2,0,0
89,d_19100501,6.8,0.2,0,0,0,0,4.2,0.5,0,0,0
87.9,d_19100601,9,1.3,0,0,0,0,3,0.3,0,0,0
83.9,d_19100701,8.7,0.8,0,0,0,0,7.4,3.1,0,0,0
63.9,d_19100801,33.5,12,0.7,0,0,0,2.7,0.2,0,0,0
24,d_19100901,76,35.5,1.6,0.2,0,0,0,0,0,0,0
3.7,d_19101001,96.2,67.5,14.7,3.9,0.1,0,0,0,0,0,0
37.6,d_19101101,59.9,42,11.2,3,0.4,0,2.4,0.3,0,0,0
19,d_19101201,76.4,63.3,40,26.3,13.2,0,4.7,1.6,0.1,0,0
48.1,d_19110101,0.1,0,0,0,0,0,51.8,33.8,12.1,4.5,0
38.5,d_19110201,1,0,0,0,0,0,60.5,33.5,10.1,3.7,0
28.6,d_19110301,0.4,0,0,0,0,0,71,45,26.6,12.4,1.4
37.7,d_19110401,0,0,0,0,0,0,62.3,41.6,22.8,8.4,1
37.5,d_19110501,0,0,0,0,0,0,62.6,40.1,21.1,7,0.3
40.3,d_19110601,0,0,0,0,0,0,59.7,37.8,15.4,3.7,0
33.6,d_19110701,0,0,0,0,0,0,66.4,43.2,18.5,5.7,0
34.9,d_19110801,2.7,0.2,0,0,0,0,62.5,42.1,23.2,10,0
17.2,d_19110901,0.1,0,0,0,0,0,82.7,65.3,32.5,21.9,4.4
65.9,d_19111001,7.9,3.9,0,0,0,0,26.3,9.3,1.2,0,0
63.4,d_19111101,24.4,10.2,0.3,0,0,0,12.3,5.4,2.3,0.4,0
16.1,d_19111201,83.8,72.6,37.7,19.6,7.2,0,0,0,0,0,0
7.1,d_19120101,92.9,81.4,59,31.1,5.9,0,0,0,0,0,0
2.2,d_19120201,97.8,90.1,75.8,67,50.8,0,0,0,0,0,0
31.6,d_19120301,68.4,58.1,44.7,30.4,7.5,0,0,0,0,0,0
38.2,d_19120401,61.8,48.7,26.4,11.9,1.8,0,0,0,0,0,0
42.6,d_19120501,55.7,44.2,21.1,5.4,0.9,0,1.8,0,0,0,0
44.6,d_19120601,55.4,42.6,13.9,3,0.3,0,0,0,0,0,0
48.4,d_19120701,50.9,38.1,5.8,1.2,0,0,0.7,0,0,0,0
53.4,d_19120801,39.7,25.2,1.7,0.2,0,0,6.9,0.6,0,0,0
71.6,d_19120901,14.5,5,0.1,0,0,0,13.9,7,1.4,0,0
54.5,d_19121001,5.3,0.8,0,0,0,0,40.3,21.1,3.9,0.3,0
27.7,d_19121101,0.1,0,0,0,0,0,72.1,57.8,23.3,9.7,1.8
54.5,d_19121201,30.8,11.8,0.7,0,0,0,14.8,8,0.9,0,0
35.9,d_19130101,54.4,36.7,11.1,2.4,0.1,0,9.7,2.5,0,0,0
39.7,d_19130201,56.8,37.8,13.7,6.2,0.8,0,3.5,2.1,0.1,0,0
21.9,d_19130301,75.9,47.8,23,11.9,2,0,2.3,1.2,0,0,0
20.3,d_19130401,79.2,50.1,21.2,12.7,2.4,0,0.5,0,0,0,0
23.1,d_19130501,76.9,49.8,18.1,11.9,1.6,0,0,0,0,0,0
31.5,d_19130601,68,44.4,19.3,12.7,2.8,0,0.4,0,0,0,0
37.3,d_19130701,61.3,35.8,17.2,10.1,1.7,0,1.4,0.1,0,0,0
44.1,d_19130801,49.7,35.7,16,6.8,1,0,6.2,2.4,0,0,0
51.5,d_19130901,34.6,21.5,4.7,0.5,0,0,14,4.5,1.1,0.1,0
40.7,d_19131001,44,39.5,29.2,19.9,4.2,0,15.4,5.2,1.7,0.2,0
67.7,d_19131101,9.2,1.2,0,0,0,0,23.1,11.8,4.6,2.7,0.1
43,d_19131201,0.4,0,0,0,0,0,56.6,34.7,15.2,6.7,0.3
3.2,d_19140101,0.1,0,0,0,0,0,96.8,87.9,74.8,50.8,17.1
1.3,d_19140201,0.1,0,0,0,0,0,98.6,92.4,66.3,43.7,13.2
9.7,d_19140301,0,0,0,0,0,0,90.3,70.8,33.8,12.4,2.6
17.4,d_19140401,0,0,0,0,0,0,82.6,66.8,30.5,7.3,0.7
23.3,d_19140501,0,0,0,0,0,0,76.6,62.5,23.2,3.8,0
19.7,d_19140601,0,0,0,0,0,0,80.3,67.6,28.5,5.9,0
11.6,d_19140701,0,0,0,0,0,0,88.4,74.6,40.1,14.8,0.9
21.5,d_19140801,0.1,0,0,0,0,0,78.4,62.4,20.2,3.7,0
20,d_19140901,0,0,0,0,0,0,80,55.8,12.3,1.9,0.2
62.4,d_19141001,25.1,10.6,4,1.3,0,0,12.6,2.8,0,0,0
27.9,d_19141101,70.3,59.6,39.9,18.5,5.4,0,1.7,0,0,0,0
60.6,d_19141201,22.3,11.8,1.2,0,0,0,17.1,5.1,0,0,0
42.3,d_19150101,16.8,6.5,0.9,0,0,0,40.9,19.7,8.5,4,0
24.7,d_19150201,2.8,0.3,0,0,0,0,72.5,57.6,25.5,7.8,0
34,d_19150301,6.6,2.3,0,0,0,0,59.5,39.1,10,0.3,0
32.2,d_19150401,5.7,1.2,0,0,0,0,62.1,43.8,12.5,2.5,0
27.3,d_19150501,0.9,0,0,0,0,0,71.9,57.8,20.7,9.2,0.2
26.9,d_19150601,2.2,0,0,0,0,0,70.9,57.9,21.8,10.8,0.3
23.3,d_19150701,4.6,0.6,0,0,0,0,72.1,60.3,23.6,11.7,0.5
17.2,d_19150801,1,0,0,0,0,0,81.9,70.5,38.8,17.7,1.2
14.7,d_19150901,0,0,0,0,0,0,85.3,68.5,29.4,10.3,0
37.9,d_19151001,0.8,0,0,0,0,0,61.3,35.9,6.6,1.2,0
56.9,d_19151101,41.2,11.5,1.2,0.1,0,0,1.9,0.1,0,0,0
68.8,d_19151201,12.5,4.9,0.3,0,0,0,18.7,6.1,0.1,0,0
7.6,d_19160101,0,0,0,0,0,0,92.4,78.7,46.5,23.1,7.1
29.7,d_19160201,0,0,0,0,0,0,70.4,46.8,10.9,4,0
30.8,d_19160301,0,0,0,0,0,0,69.3,33.8,5.5,0.2,0
44.1,d_19160401,0.2,0,0,0,0,0,55.6,22,2.2,0,0
46.1,d_19160501,0.2,0,0,0,0,0,53.6,19.9,1.4,0,0
43,d_19160601,0,0,0,0,0,0,56.9,21.9,1.7,0,0
28,d_19160701,0,0,0,0,0,0,72,38.9,8.2,1.2,0
21,d_19160801,0,0,0,0,0,0,79.1,55.7,14.1,2.2,0
17,d_19160901,0,0,0,0,0,0,83,57.6,14.4,3.6,0.3
61.1,d_19161001,33.9,16.1,1.7,0.2,0,0,4.8,1.1,0,0,0
48,d_19161101,45,29.8,8.7,1.3,0,0,7,2.9,0,0,0
48,d_19161201,27.5,14.4,0.8,0,0,0,24.5,12.9,2.7,0.1,0
36.1,d_19170101,31.1,15.6,0,0,0,0,32.6,14.2,1.6,0,0
57.3,d_19170201,14.3,1.2,0,0,0,0,28.4,8,0.2,0,0
67.8,d_19170301,24.4,12.2,0.1,0,0,0,7.8,1.4,0,0,0
68.3,d_19170401,26.4,11.5,0,0,0,0,5.2,0.2,0,0,0
70.5,d_19170501,25.9,14,0.1,0,0,0,3.6,0.1,0,0,0
69.7,d_19170601,28.5,15.5,0.2,0,0,0,1.8,0,0,0,0
59.6,d_19170701,36.3,14.8,0.2,0,0,0,4,1.2,0,0,0
66.8,d_19170801,23.4,6.1,0,0,0,0,9.9,2.8,0,0,0
46.9,d_19170901,45.7,18.7,0.4,0,0,0,7.4,1.6,0,0,0
48.4,d_19171001,50.8,24.6,5.6,2,0.1,0,0.8,0,0,0,0
16.6,d_19171101,82,72.5,52.8,37.6,14.3,0,1.4,0,0,0,0
16,d_19171201,84,78.5,58,42.2,23.1,0,0,0,0,0,0
9.9,d_19180101,90.1,85.1,74.8,66,49.2,0,0,0,0,0,0
18.8,d_19180201,81.1,68.7,38.2,18.6,1.5,0,0,0,0,0,0
50,d_19180301,43.3,30.9,11.1,1.4,0,0,6.9,2.7,0,0,0
43.6,d_19180401,51.6,36.9,12.4,2.1,0,0,4.8,0.6,0,0,0
40.2,d_19180501,56.6,42,18.6,5.1,0,0,3.2,0.3,0,0,0
43.5,d_19180601,52.4,39.2,20.1,6.6,0,0,4.2,0.4,0,0,0
44.3,d_19180701,43.9,30.5,10.6,0.8,0,0,11.7,3.2,0,0,0
48.4,d_19180801,37.5,27.5,8.6,1.6,0,0,14.2,3,0,0,0
40.6,d_19180901,15,6.4,0,0,0,0,44.3,23.2,3.8,0.5,0
29.1,d_19181001,2.1,0.2,0,0,0,0,68.7,55.7,26.6,10.4,1.1
31.3,d_19181101,6.1,1.7,0,0,0,0,62.6,44.8,20.9,10.7,4.2
46.4,d_19181201,36.9,21.2,1.9,0.4,0,0,16.9,12.2,7,3.1,0.6
45.9,d_19190101,42.5,17.2,0.8,0,0,0,11.6,8.4,3.2,1,0.1
87.4,d_19190201,2.1,0.1,0,0,0,0,10.4,4.7,0.7,0.1,0
84.3,d_19190301,2.2,0,0,0,0,0,13.4,4.6,0.6,0,0
83.9,d_19190401,7,0.4,0,0,0,0,9,1.5,0,0,0
82.2,d_19190501,11.7,1.1,0,0,0,0,6,2,0,0,0
62.9,d_19190601,36.1,8.5,0,0,0,0,1,0,0,0,0
63.1,d_19190701,32.8,9.9,0,0,0,0,4.1,1,0,0,0
49.8,d_19190801,45.7,12.6,0.1,0,0,0,4.4,1.2,0,0,0
73,d_19190901,13.9,0.1,0,0,0,0,13.2,4.1,0.4,0,0
79,d_19191001,1.1,0,0,0,0,0,19.9,5.6,0,0,0
26,d_19191101,58,52.1,36.4,22.2,3.2,0,16.2,11.5,4.5,1.1,0
21.9,d_19191201,67.3,57.5,24.5,9.7,0.4,0,10.9,6.9,1.6,0,0
17.3,d_19200101,71.8,62.4,46.8,35.4,14.8,0,10.9,9.2,4.3,1.3,0
20.1,d_19200201,66.2,58.3,44.8,39.1,28,0,13.7,11.6,8.2,5.9,1.2
31.3,d_19200301,49.5,42.1,29.4,20.6,8.4,0,19.3,12.8,8.3,4.3,0
36.3,d_19200401,49.2,37.3,20.3,10.5,0,0,14.6,10.6,6.2,2.6,0
29.5,d_19200501,52.3,41.9,26.2,15,0,0,18.1,11.8,6.8,3.5,0.1
27.8,d_19200601,55.2,43,27.9,16,0,0,17,10.8,5,1.3,0
31.1,d_19200701,52.1,39.3,22.8,6.9,0,0,17,11.8,5.1,2.1,0
45.1,d_19200801,35.8,27,5.3,0.5,0,0,19.2,13,1.3,0,0
38.4,d_19200901,38,29.7,13.1,0.7,0,0,23.5,12.5,4.3,2.3,0
47.2,d_19201001,2.5,0,0,0,0,0,50.2,30.8,4.2,0.6,0
29.4,d_19201101,1.9,0.4,0,0,0,0,68.8,53.4,17.7,3,0
28.1,d_19201201,24,12.6,0.7,0,0,0,48,40.8,20.7,9.3,2.9
45.3,d_19210101,1,0,0,0,0,0,53.8,45.3,21,7.1,1
42,d_19210201,15.9,0.9,0,0,0,0,42.2,34.2,12.3,3.6,0.3
