0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
46.4,d_19210301,18.4,4.2,0,0,0,0,35.2,27.2,4.5,1.1,0
46.9,d_19210401,22.6,8.4,0.1,0,0,0,30.5,17.2,1.4,0,0
55.3,d_19210501,13.2,0.8,0,0,0,0,31.4,17.6,1.3,0,0
57.5,d_19210601,10.6,0.2,0,0,0,0,31.8,16.1,1.1,0,0
56.9,d_19210701,16.4,1.3,0,0,0,0,26.7,10.4,0.1,0,0
86.1,d_19210801,6.6,0.9,0,0,0,0,7.2,3.1,0.1,0,0
75.1,d_19210901,11.9,0.8,0,0,0,0,13,9.4,3.4,0.6,0
27.9,d_19211001,58.8,40.7,16.4,2.7,0,0,13.4,11.1,4.4,2.3,0.2
22,d_19211101,61.2,46.8,13,2.7,0.1,0,16.9,13.4,8.1,4.5,2
29.5,d_19211201,15.4,6,0,0,0,0,55,47.6,32.6,25.6,16
20.5,d_19220101,22.3,14.2,1.8,0,0,0,57.2,53.7,37.5,29.7,16.4
27,d_19220201,12.4,5.7,0,0,0,0,60.5,49.3,30.2,16.9,3.7
28.8,d_19220301,12.9,4.3,0,0,0,0,58.3,47.9,24,13.3,1.7
29.9,d_19220401,16.7,7.3,0,0,0,0,53.4,43.1,20.8,10.4,0.9
30.3,d_19220501,15.3,7.8,0,0,0,0,54.4,44.9,19.4,8.4,0.4
31.9,d_19220601,13.1,5.6,0,0,0,0,55.1,43.4,17.6,5,0
28.2,d_19220701,11.3,5.2,0,0,0,0,60.5,47.7,20,6.2,0.4
20.6,d_19220801,10.7,4.7,0,0,0,0,68.6,57,30,13.4,2.4
54.8,d_19220901,14.5,7.3,0,0,0,0,30.8,11.7,2,0.1,0
66.7,d_19221001,1.2,0.2,0,0,0,0,32.1,7.9,0.1,0,0
70.3,d_19221101,12.1,4,0.8,0,0,0,17.5,8.2,1.3,0,0
46,d_19221201,1.2,0,0,0,0,0,52.8,26.4,3.1,0.7,0
60.2,d_19230101,1.9,0,0,0,0,0,37.9,18.6,0.7,0,0
77.9,d_19230201,15.4,5.3,0,0,0,0,6.7,1.1,0,0,0
47.8,d_19230301,51.1,25,5.1,0,0,0,1.1,0,0,0,0
71.1,d_19230401,26,11.8,1,0,0,0,3,0,0,0,0
59.6,d_19230501,39.5,15.6,1.3,0,0,0,1,0,0,0,0
67.8,d_19230601,30.7,10.7,0.1,0,0,0,1.5,0,0,0,0
70.6,d_19230701,27.9,11,1,0,0,0,1.5,0,0,0,0
64.9,d_19230801,35,10.7,0,0,0,0,0.1,0,0,0,0
39.8,d_19230901,60.2,34.8,6.1,1.5,0,0,0,0,0,0,0
40.1,d_19231001,59.3,29.6,1.3,0,0,0,0.5,0,0,0,0
41.1,d_19231101,45.3,20.6,0.1,0,0,0,13.7,8,0.5,0,0
55.9,d_19231201,26.5,4.7,0,0,0,0,17.6,12.5,3.7,0.1,0
16.2,d_19240101,76.2,67.7,43.6,16.8,2.2,0,7.5,4.3,0,0,0
14.6,d_19240201,81.5,76.5,59.4,35.5,13.3,0,3.7,0.4,0,0,0
16.8,d_19240301,80.6,74,56.4,39,8.9,0,2.7,0,0,0,0
20.9,d_19240401,76.3,69.7,57.9,44.3,16.2,0,2.8,0,0,0,0
19,d_19240501,77.9,71.5,64.3,55,29.7,0,3.2,0.1,0,0,0
16.4,d_19240601,83,73.7,66.1,59.6,46.2,0,0.6,0,0,0,0
12.4,d_19240701,86.8,76.3,69.1,60.3,45.5,0,0.8,0,0,0,0
6.7,d_19240801,93.4,87.5,70.1,54.3,33.4,0,0,0,0,0,0
1.7,d_19240901,98.3,88.6,61.4,41.9,26.6,0,0,0,0,0,0
23.3,d_19241001,76.8,52.1,18.7,7.1,1.7,0,0,0,0,0,0
45.3,d_19241101,51,29.9,9.9,3.3,0.5,0,3.6,0.5,0,0,0
57.1,d_19241201,41.6,21.3,2.8,0.9,0.3,0,1.3,0,0,0,0
34.5,d_19250101,64.9,53.7,25.7,11.8,1.4,0,0.5,0.1,0,0,0
30.9,d_19250201,50.1,44.6,33.8,21.2,4.7,0,19.1,5,0,0,0
39.5,d_19250301,48,43.4,21.8,6.2,0,0,12.5,0.4,0,0,0
36.1,d_19250401,43.3,29.5,2.5,0.3,0,0,20.6,5.5,0,0,0
35.5,d_19250501,38.8,22,1,0,0,0,25.6,10.7,0,0,0
42.7,d_19250601,29.4,11.6,0.3,0,0,0,27.9,13.5,0,0,0
55.9,d_19250701,29.9,12.4,0.5,0,0,0,14.2,0.7,0,0,0
58.4,d_19250801,20.9,7.7,0.5,0,0,0,20.7,5.3,0,0,0
54.8,d_19250901,21.3,10.4,2.7,0.6,0,0,24,8.9,0.4,0,0
45.4,d_19251001,0.1,0,0,0,0,0,54.4,33.2,7.1,1,0
58.2,d_19251101,0.5,0,0,0,0,0,41.3,15.1,0.6,0,0
76.1,d_19251201,2.7,0,0,0,0,0,21.3,6.3,0.4,0,0
61.3,d_19260101,35.6,10.8,0.2,0,0,0,3.1,0,0,0,0
73.9,d_19260201,24.5,6.4,0,0,0,0,1.5,0,0,0,0
30.4,d_19260301,69.6,44,5.9,0.4,0,0,0,0,0,0,0
68.1,d_19260401,30.2,10.6,0.1,0,0,0,1.7,0.3,0,0,0
56.3,d_19260501,41.1,18.5,0.2,0,0,0,2.6,0.1,0,0,0
51.8,d_19260601,43,21.7,5,0.7,0,0,5.3,0.2,0,0,0
54.2,d_19260701,45.4,19.6,2.8,0.3,0,0,0.4,0,0,0,0
61.9,d_19260801,37,15.3,4.7,0.8,0,0,1,0,0,0,0
75.2,d_19260901,17.5,8.3,3.2,1.7,0.1,0,7.2,1.3,0,0,0
76.2,d_19261001,10.7,5.7,3,1.8,0.5,0,13.2,3.4,0.4,0,0
27.8,d_19261101,0.6,0.1,0,0,0,0,71.6,46.9,9.4,1.7,0
9.8,d_19261201,0,0,0,0,0,0,90.3,76.2,35.5,9.2,1.2
66.3,d_19270101,2.8,0.5,0,0,0,0,31,15.5,2.2,0.4,0
17.6,d_19270201,0,0,0,0,0,0,82.3,54.5,17.2,7.4,0.8
30.2,d_19270301,0,0,0,0,0,0,69.9,38.6,13.8,5.5,0.2
29.1,d_19270401,0,0,0,0,0,0,70.9,40.1,14.5,6.1,0.1
33.6,d_19270501,0.3,0,0,0,0,0,66.1,38.7,14.8,5.9,0.4
29.2,d_19270601,0,0,0,0,0,0,70.7,44.4,14.9,6.3,0.6
26,d_19270701,0,0,0,0,0,0,74,43.9,16,8.4,3.5
71.4,d_19270801,2.8,0.7,0,0,0,0,25.8,17.9,9.2,6.4,2.1
66.7,d_19270901,0.8,0,0,0,0,0,32.5,14.3,2.4,0.4,0
19.4,d_19271001,0,0,0,0,0,0,80.6,40.4,11.1,6.8,2.9
76.4,d_19271101,2.8,0,0,0,0,0,20.8,5.4,0,0,0
68.1,d_19271201,1.6,0,0,0,0,0,30.3,12.7,4.7,0.6,0
60.7,d_19280101,29.9,8.7,0.3,0,0,0,9.3,5.1,0,0,0
50.3,d_19280201,43,16.4,1.3,0,0,0,6.7,3.6,0,0,0
66.5,d_19280301,28.3,8.8,0.7,0,0,0,5.2,1.1,0,0,0
63.1,d_19280401,34.6,16.8,1.8,0,0,0,2.2,0.3,0,0,0
63.4,d_19280501,30.9,9.9,0,0,0,0,5.7,0.9,0,0,0
65,d_19280601,28,9.9,0,0,0,0,7.1,2.3,0,0,0
51.4,d_19280701,46.6,30.5,5,1.1,0,0,2,0.1,0,0,0
29.8,d_19280801,69.7,34.9,8.6,2,0,0,0.4,0,0,0,0
27.3,d_19280901,72.7,49.6,19,9.4,1.8,0,0,0,0,0,0
49.7,d_19281001,50.3,30.6,12.1,7.3,1.4,0,0,0,0,0,0
60.4,d_19281101,36.3,24.5,13.9,11.6,8.8,0,3.3,0,0,0,0
59.2,d_19281201,40.8,28.2,14.2,8.7,3,0,0.1,0,0,0,0
32.7,d_19290101,67.3,54.2,19.8,9.9,2.6,0,0,0,0,0,0
8.5,d_19290201,91.5,72.4,29.2,14.3,4.2,0,0,0,0,0,0
5.2,d_19290301,94.7,77.8,39.8,14.7,5,0,0,0,0,0,0
11.7,d_19290401,88.3,69,25.5,8.4,2.6,0,0,0,0,0,0
11.2,d_19290501,88.7,75.1,34.4,7.1,1.7,0,0,0,0,0,0
16.3,d_19290601,83.6,60.2,12.5,2.6,1.4,0,0,0,0,0,0
20.5,d_19290701,79.6,49.4,9.7,2.9,1.8,0,0,0,0,0,0
21.2,d_19290801,78.8,57.6,17.4,1.9,0,0,0,0,0,0,0
26.9,d_19290901,72.5,56.7,27.5,15.9,2.1,0,0.6,0,0,0,0
27.3,d_19291001,71.2,53.8,18.2,9.1,2.2,0,1.4,0,0,0,0
21.3,d_19291101,76.3,65.4,46.4,34.2,17.3,0,2.3,0.7,0,0,0
28,d_19291201,69.5,52.1,31,20.4,8.5,0,2.5,0,0,0,0
40.7,d_19300101,53.6,31,6.6,0.2,0,0,5.7,1.7,0,0,0
48.8,d_19300201,47.8,25.8,2.5,0.8,0,0,3.3,0.3,0,0,0
36,d_19300301,59.8,31.8,1.9,0,0,0,4.2,0.9,0,0,0
40,d_19300401,55.5,26.9,3,0.3,0,0,4.6,1.4,0,0,0
44.5,d_19300501,50.9,25.5,0.9,0,0,0,4.7,1.1,0,0,0
48.4,d_19300601,51.2,23.4,0.7,0,0,0,0.5,0,0,0,0
59,d_19300701,39.6,13.3,0,0,0,0,1.4,0.1,0,0,0
79.3,d_19300801,10.3,0.8,0,0,0,0,10.4,1.8,0,0,0
76.1,d_19300901,10.9,1.5,0,0,0,0,13,4.1,0,0,0
70.7,d_19301001,28.1,11.7,0.4,0,0,0,1.2,0,0,0,0
53.1,d_19301101,34.3,19.3,4.7,0,0,0,12.6,5.2,0.2,0,0
17.2,d_19301201,82.8,69.2,36.4,8.7,0,0,0,0,0,0,0
27.7,d_19310101,72,55.8,20.4,7.2,0.5,0,0.3,0,0,0,0
33.2,d_19310201,65.9,57.4,41.2,19.1,2.5,0,1,0,0,0,0
17.4,d_19310301,82.4,70.3,51.6,23.7,2.1,0,0,0,0,0,0
23.5,d_19310401,74.2,64,46.2,25.5,2.8,0,2.3,0,0,0,0
24.4,d_19310501,72.1,61.7,43.3,22.4,2.6,0,3.5,0.8,0,0,0
28.5,d_19310601,66.3,57.4,38.7,16.5,3.9,0,5.2,2.3,0,0,0
30.2,d_19310701,64.6,54.4,31.2,11.7,1.9,0,5.3,2.1,0,0,0
26.3,d_19310801,61.1,52.3,30.9,10.7,2.7,0,12.6,9,3,0,0
35.4,d_19310901,44.4,29.3,6.9,3,0.8,0,20.2,13.6,6.4,2.7,0
21.8,d_19311001,53.3,40.5,3.8,0,0,0,25,16.4,11.5,6.1,0.6
35.8,d_19311101,34.1,12.6,0.8,0,0,0,30.1,21.8,4,0.3,0
14.7,d_19311201,0.2,0,0,0,0,0,85.1,72.2,49.5,27.4,3.7
28.5,d_19320101,0.1,0,0,0,0,0,71.4,56.5,16.2,2.6,0
29.6,d_19320201,2.7,0,0,0,0,0,67.8,59.4,31.7,10.7,0.7
33.9,d_19320301,13.4,4.3,0,0,0,0,52.8,36.4,7.3,1.2,0
39.8,d_19320401,10.8,2.1,0,0,0,0,49.3,29.8,7.9,1.2,0
50.1,d_19320501,7.7,0.7,0,0,0,0,42.2,18.2,1.9,0,0
49.8,d_19320601,7,0.4,0,0,0,0,43.2,20.2,1.9,0,0
45.9,d_19320701,8.2,1.3,0,0,0,0,46,25.6,1.3,0,0
62.1,d_19320801,6.1,0.9,0,0,0,0,31.8,9,0.1,0,0
50.2,d_19320901,44.5,31.6,16.8,7,0,0,5.3,0.2,0,0,0
25.7,d_19321001,54.5,42.2,23.3,12.3,2.5,0,19.8,13.7,0.6,0,0
13.2,d_19321101,86.6,79.2,60.3,45.9,27.4,0,0.2,0,0,0,0
20.9,d_19321201,72.8,59.6,26.5,8.2,1.5,0,6.3,1,0,0,0
42.7,d_19330101,29.8,15.3,4.6,3,1.2,0,27.7,10.3,1.1,0,0
41.4,d_19330201,53.6,45.6,23.3,11.4,4.5,0,5.1,0.4,0,0,0
31.9,d_19330301,67.2,48.7,18.1,7.1,3.7,0,0.7,0,0,0,0
26.4,d_19330401,71.1,53.8,27.2,10.8,2.1,0,2.5,0,0,0,0
30.6,d_19330501,63.9,49.1,18.5,6.8,1,0,5.3,1.9,0,0,0
30.4,d_19330601,63.8,49.5,15.7,5.1,0.7,0,5.8,2.8,0,0,0
34.9,d_19330701,63.6,42.5,8.4,1.5,0.1,0,1.5,0.2,0,0,0
51.6,d_19330801,47.4,21.8,2.2,0.5,0,0,1,0.3,0,0,0
56.5,d_19330901,42.5,18.8,3.2,0.5,0,0,0.9,0.4,0,0,0
10.6,d_19331001,89.1,76.6,48.6,25.2,3.1,0,0.4,0.1,0,0,0
7.6,d_19331101,92.5,78.8,40.1,24,4.3,0,0,0,0,0,0
61.5,d_19331201,33,19.9,6.9,2.1,0.1,0,5.5,2.1,0,0,0
46.6,d_19340101,49.1,29.2,11.3,6.8,3.3,0,4.3,1.2,0,0,0
33.7,d_19340201,65.4,39.9,14.5,8.8,4.1,0,0.9,0.1,0,0,0
11.5,d_19340301,88.5,70.9,30,15.6,5.5,0,0,0,0,0,0
7.3,d_19340401,92.8,79.3,37,21.5,8.3,0,0,0,0,0,0
5.3,d_19340501,94.6,79.9,38.3,22.4,8.6,0,0,0,0,0,0
12.4,d_19340601,87.6,69.4,26.8,15.8,3.9,0,0,0,0,0,0
10.6,d_19340701,89.4,73.1,29.3,16.5,4.5,0,0,0,0,0,0
34.9,d_19340801,65,36.3,10,3.3,0.5,0,0,0,0,0,0
4.2,d_19340901,95.8,82.2,22.7,5,0.2,0,0,0,0,0,0
42.6,d_19341001,57.2,24.8,4.4,0.7,0,0,0.1,0,0,0,0
62.3,d_19341101,32.5,14.2,3.3,1.3,0.2,0,5.2,0.1,0,0,0
66.2,d_19341201,3.1,0.1,0,0,0,0,30.6,15.4,2.2,0.1,0
46,d_19350101,0,0,0,0,0,0,53.9,32.7,7.2,2.1,0.1
53.7,d_19350201,0.9,0,0,0,0,0,45.4,31,7.4,1.2,0
55.4,d_19350301,1.8,0.3,0,0,0,0,42.8,23.5,4.1,0.4,0
30.9,d_19350401,0,0,0,0,0,0,69.2,40.9,6.3,2.2,0
36.9,d_19350501,0.1,0,0,0,0,0,63,33.5,5.3,1.2,0
37.8,d_19350601,0.1,0,0,0,0,0,62.1,36,5.8,1.3,0
42.8,d_19350701,0.7,0.2,0,0,0,0,56.7,27.1,5.5,0.7,0
45.7,d_19350801,6.6,0.7,0,0,0,0,47.7,23.1,2.6,0,0
46.6,d_19350901,2.8,0.2,0,0,0,0,50.5,18.7,1.7,0,0
65.7,d_19351001,2.9,1.6,0.1,0,0,0,31.4,11.4,0.7,0,0
57.6,d_19351101,13,5.1,2.2,1.6,0.5,0,29.3,10.2,0.7,0,0
78.3,d_19351201,14,5.1,1.1,0.4,0,0,7.8,1.2,0,0,0
43.4,d_19360101,56.3,40.9,14.4,6.7,0.8,0,0.3,0,0,0,0
60.3,d_19360201,6.7,2.7,1.2,0.7,0.2,0,32.9,16.6,2.1,0,0
70.6,d_19360301,8.7,4.4,1.6,0.9,0.3,0,20.8,9,0,0,0
70,d_19360401,11.3,5,1.6,0.9,0.3,0,18.7,6.5,0,0,0
68,d_19360501,17.6,6.9,1.5,0.8,0.3,0,14.4,2.7,0,0,0
62.2,d_19360601,17.6,8.1,1.4,0.7,0.2,0,20.3,5.5,0,0,0
72.7,d_19360701,5.6,2,0.3,0,0,0,21.7,7.9,0.1,0,0
59.4,d_19360801,0.5,0,0,0,0,0,40.1,17.4,1,0,0
42.1,d_19360901,2.9,0,0,0,0,0,55,28.7,4.3,0.1,0
21.8,d_19361001,11.2,5.1,0,0,0,0,66.9,57.5,22.2,8,0.6
34.3,d_19361101,51.4,41.9,30.3,21.9,12.5,0,14.4,8.3,0.9,0,0
16.8,d_19361201,33,29,20.5,12.6,3.7,0,50.2,43.8,26.3,13,1.3
19.4,d_19370101,31.9,26.9,19.7,13.2,3,0,48.7,39.1,18.2,6,0
22.4,d_19370201,22,16.4,6.6,3,0.8,0,55.7,47.6,29.1,11.7,0.6
18.7,d_19370301,18.2,11.9,3.9,1.6,0.4,0,63.2,54.2,32.9,15.3,2.5
23.7,d_19370401,17.8,8.4,1.9,0.3,0,0,58.5,46.5,20,9.5,1.3
22.8,d_19370501,20.6,10,3,1.1,0.1,0,56.7,42,16.2,8.6,1.3
28.4,d_19370601,13.1,4.1,1.6,0.3,0,0,58.4,43.7,17.5,9.4,1.6
40.1,d_19370701,5.5,2.3,0.1,0,0,0,54.4,30.9,11.4,4.2,0
37.3,d_19370801,3.1,0.8,0,0,0,0,59.6,46.3,14.8,5.6,0.2
44,d_19370901,4.4,2,0.4,0,0,0,51.5,22.1,0.4,0,0
31.7,d_19371001,5.9,2.4,0.7,0.1,0,0,62.4,41.5,5.1,0.1,0
41.4,d_19371101,24.5,15.1,5.5,2.4,0.1,0,34,27.5,16.4,9.3,2.4
31.1,d_19371201,38.7,27.9,8.5,1.7,0,0,30.2,25.6,16.3,6.1,0.1
38.1,d_19380101,33.8,23,10.9,3.5,1.7,0,28.2,23.9,3.9,0,0
26.4,d_19380201,11.7,5.1,0,0,0,0,61.9,54.1,29.2,15.1,1.4
15.7,d_19380301,0,0,0,0,0,0,84.4,78.9,57.6,35.7,9.8
14.4,d_19380401,1.4,0,0,0,0,0,84.2,79.2,56.9,35.8,6.6
12.9,d_19380501,0,0,0,0,0,0,87,81.7,55.8,32.8,3.5
12.4,d_19380601,0,0,0,0,0,0,87.5,82.7,57.5,34.7,5.1
10.3,d_19380701,0,0,0,0,0,0,89.8,85.6,64.7,38.5,7.7
10.4,d_19380801,0,0,0,0,0,0,89.6,86.5,58.3,30.2,9.5
9.9,d_19380901,0,0,0,0,0,0,90.1,84.3,53.2,26.6,2.9
6.1,d_19381001,0,0,0,0,0,0,93.8,89,79.7,58.6,21.4
24.7,d_19381101,0.3,0,0,0,0,0,75.1,56.5,25.5,10.2,1.6
40.1,d_19381201,38,26.5,7.1,2,0,0,21.9,11.4,2.9,0.2,0
26.9,d_19390101,49.8,36.1,14.8,3.5,0,0,23.3,8.5,2.1,0.2,0
34.8,d_19390201,55,41.1,19.2,12.2,2.3,0,10.2,3.2,0.4,0,0
39,d_19390301,53.7,41,18.4,9.6,1,0,7.3,3.4,0.5,0,0
36.8,d_19390401,55.8,47.9,27,17.4,4.3,0,7.4,4.1,1.6,0.4,0
31.8,d_19390501,57.9,49,24.3,13.7,1.8,0,10.5,3.6,0.4,0,0
30.6,d_19390601,58,49.8,24.7,15,2.9,0,11.2,2.8,0,0,0
26.4,d_19390701,57.8,52.3,30.8,18,5.1,0,15.9,3.7,0.5,0,0
26.3,d_19390801,53.2,46.7,25.4,15.4,4.1,0,20.6,6.9,1.7,0.2,0
37.3,d_19390901,41.8,31.1,13.4,3.8,0.2,0,21,12.4,0.7,0,0
43.9,d_19391001,39.5,28.5,9.3,2.6,0,0,16.7,7.4,1.2,0,0
26.5,d_19391101,50.8,38.3,22.3,13.8,4,0,22.5,16,4.4,0.5,0
22,d_19391201,62.4,46.9,20.3,7.8,1.7,0,15.6,10.2,0.9,0,0
75.2,d_19400101,0.9,0.1,0,0,0,0,24,5.7,0.1,0,0
24.5,d_19400201,0,0,0,0,0,0,75.4,47,4.8,0.1,0
31.1,d_19400301,0.2,0,0,0,0,0,68.6,50.7,6,0.2,0
31,d_19400401,0,0,0,0,0,0,69,40.8,2,0,0
32.9,d_19400501,0.1,0,0,0,0,0,66.9,37,0.8,0,0
48.6,d_19400601,2.5,0.4,0,0,0,0,48.8,26.3,0.3,0,0
49.3,d_19400701,3.6,0.6,0,0,0,0,47.1,28.3,0.6,0,0
33.3,d_19400801,11.2,6.3,1.1,0,0,0,55.5,45.8,18.5,3.7,0
34.4,d_19400901,1.8,0,0,0,0,0,63.8,54.7,34.7,14.5,0.5
39.8,d_19401001,4.2,0.6,0,0,0,0,55.9,42,20.6,7.2,0.4
51.9,d_19401101,42.4,28.9,11.1,4.1,0.4,0,5.8,0.9,0,0,0
27.8,d_19401201,1.3,0.2,0,0,0,0,71,50.1,13.5,3.4,0
18.6,d_19410101,0.4,0,0,0,0,0,81,60.3,16,4.9,1.1
5.9,d_19410201,0,0,0,0,0,0,94.1,84.4,50.7,24.4,4.6
8.7,d_19410301,0,0,0,0,0,0,91.3,84.3,62.7,41.4,14.5
5.1,d_19410401,0,0,0,0,0,0,95,88.9,72.6,60.2,31.7
2.6,d_19410501,0,0,0,0,0,0,97.4,90.7,76.2,63.6,36.1
3.3,d_19410601,0,0,0,0,0,0,96.7,89.3,75.7,63.8,36.1
4.6,d_19410701,0,0,0,0,0,0,95.4,88.8,72,62.4,38.9
1.1,d_19410801,0,0,0,0,0,0,98.9,96,81.9,71.1,53.1
5.2,d_19410901,0.3,0,0,0,0,0,94.5,84.8,65.5,49.6,14.9
6.9,d_19411001,0.3,0,0,0,0,0,92.8,86.2,65.5,55,37.1
26,d_19411101,0.9,0.3,0,0,0,0,73,62.9,47.8,36.5,22.7
0.1,d_19411201,0,0,0,0,0,0,99.9,97.2,72.6,33.6,6.9
20.2,d_19420101,0,0,0,0,0,0,79.8,47.9,4.5,0,0
42.3,d_19420201,1.1,0,0,0,0,0,56.6,31.1,3,0,0
60.5,d_19420301,3.4,0.2,0,0,0,0,36.1,12,0.9,0,0
45.2,d_19420401,0.4,0,0,0,0,0,54.5,29.4,1.9,0,0
44.3,d_19420501,2.8,0,0,0,0,0,52.9,33.5,2.5,0,0
44.7,d_19420601,1.7,0,0,0,0,0,53.7,33.1,1.9,0,0
39.4,d_19420701,15,7.3,0,0,0,0,45.6,32.2,2.4,0,0
42.5,d_19420801,5.6,0.8,0,0,0,0,51.7,37.6,8.3,0,0
36.8,d_19420901,38.7,18.9,2,0.3,0,0,24.5,9.1,0,0,0
56.2,d_19421001,25.9,8.7,1.3,0,0,0,17.9,3.7,0,0,0
52.4,d_19421101,20.5,8.6,2.2,0.1,0,0,27,15.7,0.1,0,0
34.3,d_19421201,22.9,13.2,4.5,1.7,0,0,42.8,26.3,6.4,2.4,0.7
27.6,d_19430101,3.2,0.7,0,0,0,0,69.2,43.6,9.5,2.4,0.1
52.1,d_19430201,6.6,2.8,0,0,0,0,41.3,27.3,1.4,0,0
43.3,d_19430301,3.4,0.8,0,0,0,0,53.5,38.3,2.7,0.1,0
40.1,d_19430401,2.8,0.6,0,0,0,0,57.1,40,10.6,0.6,0
43.6,d_19430501,3.6,1.7,0,0,0,0,52.8,34,3.5,0.2,0
40.7,d_19430601,2.5,0.6,0,0,0,0,56.8,42.3,5.3,0.3,0
36.6,d_19430701,2.9,1.2,0,0,0,0,60.4,47.1,9.2,0.7,0
38.7,d_19430801,2.8,0.8,0,0,0,0,58.5,37.8,9.6,1.1,0
37.7,d_19430901,0.9,0,0,0,0,0,61.4,43.6,17.2,2.5,0
67.1,d_19431001,15.8,4.6,0,0,0,0,17.1,6,0.2,0,0
69.9,d_19431101,19.7,5.1,0,0,0,0,10.3,3.9,0.4,0,0
21.3,d_19431201,51,42.1,7,0.9,0,0,27.9,21.5,8.6,4.3,0.3
26,d_19440101,62.1,48.6,10.3,0.8,0,0,11.9,6.2,0.7,0,0
37.7,d_19440201,30.5,20.7,4.5,0,0,0,31.8,21,7.1,3.5,1.2
30.4,d_19440301,44.8,28.7,16.2,4.8,0.7,0,24.8,15.7,5.1,2,0.2
36.9,d_19440401,37.3,24.4,9.1,0.6,0,0,25.9,16.4,5,2.1,0
33.2,d_19440501,38.6,24.9,7.7,1.6,0,0,28.1,18.3,5.5,2.4,0.1
40.5,d_19440601,31.7,18.4,0.6,0,0,0,27.8,18.2,4.8,1.8,0
46.4,d_19440701,28.2,17.2,5.4,0,0,0,25.3,15.7,3.5,1.6,0.1
52.2,d_19440801,20.3,11.1,1.4,0,0,0,27.5,16.5,4.1,1.8,0.2
80.4,d_19440901,12.6,1.9,0.1,0,0,0,7.1,1.4,0,0,0
69.5,d_19441001,8.2,2,0.3,0.1,0,0,22.4,5.5,0.7,0,0
67.4,d_19441101,7.1,3.8,1,0.1,0,0,25.4,4.7,0,0,0
52.5,d_19441201,9.6,4.9,2.1,1.1,0.1,0,38,8.9,0,0,0
69.7,d_19450101,28.4,11.8,4.6,3.4,1.6,0,2,0.8,0,0,0
82.7,d_19450201,9,2.9,0.6,0.1,0,0,8.3,2,0,0,0
80.1,d_19450301,5.1,1.6,0.2,0,0,0,14.7,3.6,0,0,0
78.6,d_19450401,12,2.2,0,0,0,0,9.4,1.8,0,0,0
83.2,d_19450501,4.3,1.4,0,0,0,0,12.5,2.8,0,0,0
78.8,d_19450601,2.5,0.6,0,0,0,0,18.7,4.8,0.3,0,0
72.8,d_19450701,2.8,0.7,0,0,0,0,24.3,9.3,0,0,0
64.2,d_19450801,22.2,1.8,0,0,0,0,13.6,3.6,0.1,0,0
62.7,d_19450901,14.7,1.7,0,0,0,0,22.6,6.6,0,0,0
26.2,d_19451001,0,0,0,0,0,0,73.8,46.7,13.1,6.2,1.6
32.4,d_19451101,0.8,0.1,0,0,0,0,66.9,41.6,5.5,0.6,0
18.2,d_19451201,0.5,0.1,0,0,0,0,81.3,65.2,26.5,6.6,0.8
41.1,d_19460101,2.2,0.6,0,0,0,0,56.7,32,4.2,0.4,0
70.8,d_19460201,7.6,1.3,0,0,0,0,21.5,6.9,0.4,0,0
84.2,d_19460301,1.9,0,0,0,0,0,13.9,1.8,0.1,0,0
84.4,d_19460401,9.7,1.5,0,0,0,0,5.8,1,0,0,0
76.6,d_19460501,22.3,12.1,1.7,0.3,0,0,1,0,0,0,0
77.3,d_19460601,21.9,11.4,0.8,0.1,0,0,0.9,0,0,0,0
58.7,d_19460701,40.3,11.8,2.1,0.2,0,0,1,0.1,0,0,0
59.6,d_19460801,39.7,14,1.3,0.4,0,0,0.6,0.1,0,0,0
9.9,d_19460901,90.1,70.5,31.8,17.6,4.3,0,0,0,0,0,0
38.7,d_19461001,60.2,42.7,22.6,12.6,0.5,0,1.1,0.2,0,0,0
