0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
29.6,d_19461101,29.5,19.6,2.6,0.2,0,0,40.9,30.7,10.6,3.8,0.3
25.3,d_19461201,32,20.3,2.1,0.3,0,0,42.7,31.3,14.4,5.1,0.2
35.8,d_19470101,39.3,31.9,7.6,0.5,0.1,0,25,14.6,1.4,0.3,0
38.8,d_19470201,52.6,39.1,9.9,1.8,0.1,0,8.7,1.7,0.2,0,0
39.8,d_19470301,57.4,32.3,1.9,0.1,0,0,2.7,0.8,0,0,0
29.1,d_19470401,68.8,48.4,9.6,1.5,0,0,2.1,0.5,0,0,0
27.6,d_19470501,71.1,54.2,9.1,2,0.2,0,1.3,0.5,0,0,0
28.7,d_19470601,70,39,5.8,1.7,0.1,0,1.4,0.5,0,0,0
22.2,d_19470701,76.7,39.7,7.3,3.2,1,0,1,0.3,0,0,0
1.6,d_19470801,98.5,85,41.3,14.8,4.1,0,0,0,0,0,0
2.5,d_19470901,97.5,88.9,60.6,41.8,11.4,0,0,0,0,0,0
31.8,d_19471001,60.4,53.8,31.1,15,0.9,0,7.8,1.8,0,0,0
38.1,d_19471101,58.5,51.9,32.4,15.8,2,0,3.4,0,0,0,0
26.7,d_19471201,73.1,55.4,22,9.1,2.2,0,0.2,0,0,0,0
21.7,d_19480101,78.4,66.5,43.4,30.8,17.3,0,0,0,0,0,0
11,d_19480201,89,71.9,47.9,34.5,18.3,0,0,0,0,0,0
9.1,d_19480301,90.9,74.6,38.6,15.5,2.3,0,0,0,0,0,0
32.7,d_19480401,66.3,44,14.3,2,0.2,0,1,0,0,0,0
35.7,d_19480501,62.6,47.9,16.8,4.8,0.3,0,1.7,0,0,0,0
36.2,d_19480601,58.6,41.5,9.2,1.8,0.1,0,5.3,1.7,0,0,0
27.6,d_19480701,70.7,47.9,10.2,1.5,0,0,1.7,0.2,0,0,0
36,d_19480801,58.2,35,6.9,1.6,0,0,5.7,1.2,0,0,0
37.4,d_19480901,43.6,33.4,16.9,11.4,5.3,0,19.1,11.8,2.8,0.8,0.1
47.9,d_19481001,15.1,9.8,4.9,2.7,0.6,0,36.9,18.9,3,1.3,0.3
33.8,d_19481101,24.1,14.9,8.9,6.4,3.1,0,42.2,26,7.2,2.2,0.5
46.3,d_19481201,17.5,12.4,5.4,3,0.3,0,36.3,19.1,3.1,0.9,0.1
25.3,d_19490101,57.7,30.7,4.8,0.4,0,0,17.1,11.6,3,0.4,0
20.6,d_19490201,66.2,53.7,10,0.7,0,0,13.1,6.8,0,0,0
39.3,d_19490301,50.4,25.1,3.3,0.7,0,0,10.4,2.3,0,0,0
22.8,d_19490401,69,41.5,5.7,1.3,0,0,8.4,0.9,0,0,0
22.8,d_19490501,63.1,30.7,3.2,0.5,0,0,14.2,6.6,0,0,0
21.1,d_19490601,63.4,32.1,2.8,0.2,0,0,15.5,10.7,0,0,0
33.6,d_19490701,58.2,25.8,1.8,0.1,0,0,8.1,3.3,0,0,0
61.4,d_19490801,31.9,9.9,0.6,0,0,0,6.7,3.5,0.8,0,0
51.7,d_19490901,41.9,15.9,3.4,1.5,0.1,0,6.4,3.1,1,0,0
50.9,d_19491001,45,33.1,16.3,10.8,7.2,0,4.1,1.9,0,0,0
46.1,d_19491101,51.2,33.9,16,10.9,5.1,0,2.7,0.5,0,0,0
17.2,d_19491201,82.8,68.2,45,29.6,11.9,0,0,0,0,0,0
55.3,d_19500101,44.4,27.4,11.3,6.7,2.1,0,0.2,0,0,0,0
34.4,d_19500201,65.7,42.8,17.6,9.5,1.9,0,0,0,0,0,0
30.1,d_19500301,69.9,42.7,19,10.6,1.3,0,0,0,0,0,0
28.3,d_19500401,71.6,44.6,19.9,10.2,0.5,0,0,0,0,0,0
22.4,d_19500501,77.5,50,23.1,10.9,2.1,0,0,0,0,0,0
28.3,d_19500601,71.6,45.2,19,7.2,1.5,0,0.1,0,0,0,0
43,d_19500701,56.7,31.3,7.3,1.6,0.3,0,0.2,0,0,0,0
46.7,d_19500801,52,28.5,12.8,4.5,0.5,0,1.4,0,0,0,0
54.3,d_19500901,35.3,19.1,3.9,1,0.1,0,10.4,4.4,0,0,0
43.9,d_19501001,37.6,23.2,4.5,1.1,0,0,18.6,10.4,4,0.5,0
19.5,d_19501101,32.9,21.6,4.8,2.1,0.5,0,47.6,35.8,17.1,9.1,1.3
15.9,d_19501201,34.6,27.7,13.2,7.3,2.6,0,49.6,41.6,22.9,13.6,6.4
21.3,d_19510101,29.7,18.2,4.1,0.8,0,0,49.1,38.8,16.1,7.2,0.4
15.4,d_19510201,38,28.7,10.6,2.8,0.2,0,46.7,32.1,10.5,2.1,0
25.2,d_19510301,44.9,38.3,21.1,7.8,0.9,0,29.9,17.4,2.2,0.1,0
28.7,d_19510401,44.2,37.6,16.6,5.9,0.4,0,27.1,14.6,0.9,0,0
29.6,d_19510501,43,34.7,8.9,2,0.1,0,27.4,14,1.3,0,0
30.2,d_19510601,45.1,37.5,14.9,6,1.3,0,24.8,12.5,1,0,0
42.5,d_19510701,45.5,33.3,10.3,4.6,0.4,0,12,5.5,0,0,0
50,d_19510801,46.9,31.6,9.9,5,0.5,0,3.1,1.4,0,0,0
32.5,d_19510901,62.5,33.9,7.2,1.5,0,0,5.1,2.5,0,0,0
31.7,d_19511001,61.3,34.5,8.3,1.6,0.1,0,7.1,4,0.5,0,0
55.8,d_19511101,31,15.3,4,0.4,0,0,13.1,9.2,4.4,2.4,0
10.6,d_19511201,2.4,1.5,0.1,0,0,0,87,72,22.1,8.2,0.1
3.3,d_19520101,0,0,0,0,0,0,96.7,91.7,55.5,23.7,0.6
9,d_19520201,0.4,0,0,0,0,0,90.5,71.9,15.3,2.5,0
2.2,d_19520301,0,0,0,0,0,0,97.9,86.8,36.1,11,0.1
1.6,d_19520401,0,0,0,0,0,0,98.4,86.1,35.4,8.3,0
8.4,d_19520501,0,0,0,0,0,0,91.7,77.5,28.8,6.1,0
5.4,d_19520601,0,0,0,0,0,0,94.5,84,32.4,8.2,0.1
5.9,d_19520701,0,0,0,0,0,0,94,84.4,35.3,10.7,0.1
10.1,d_19520801,0,0,0,0,0,0,89.9,76.7,31.5,9,0.6
28.4,d_19520901,0,0,0,0,0,0,71.7,48,11,2.1,1.2
69.6,d_19521001,14,2.9,0.3,0,0,0,16.4,7.1,1.9,0.9,0
30.8,d_19521101,18.2,9,1.8,1,0.5,0,51,40.3,22.1,9.7,0.2
32.9,d_19521201,1.3,0.5,0.1,0,0,0,65.8,44.8,7.1,0.8,0
57.4,d_19530101,4.8,1.7,0,0,0,0,37.8,20.8,3,0.1,0
64,d_19530201,21,7.1,0.2,0,0,0,15,4.5,0.2,0,0
52.3,d_19530301,40.3,15.8,1.4,0,0,0,7.3,1.3,0,0,0
55.7,d_19530401,36.5,12.9,3.4,0.7,0,0,7.7,1.9,0,0,0
56.3,d_19530501,32,10.2,0.9,0,0,0,11.6,5.1,0.1,0,0
52,d_19530601,33.5,12.4,2,0.1,0,0,14.5,7,1,0,0
57.2,d_19530701,23,6.9,1.5,0.3,0,0,19.8,9.9,2.4,0.1,0
32.9,d_19530801,41.9,24.1,3.9,2.3,0.5,0,25.2,16.3,6.7,3.5,1.2
22.1,d_19530901,68.3,59.1,35.8,17.7,5.6,0,9.6,5.9,2.4,1.7,0
20.2,d_19531001,75.7,64.1,36.6,17.3,5.2,0,4.1,1.7,0,0,0
39.4,d_19531101,41.6,30.4,17,10.7,3.7,0,19,8.6,3.7,1,0
41.2,d_19531201,52.3,35.4,22.5,14,6,0,6.4,3.3,0,0,0
58.2,d_19540101,28.7,12,1.3,0.7,0.5,0,13,8.7,2.9,0.7,0
49,d_19540201,43.1,17.9,2.6,0.8,0.5,0,8,2.8,0,0,0
72.8,d_19540301,21.2,5.2,0.9,0.6,0.3,0,6.1,1,0,0,0
70.3,d_19540401,22.4,5.2,0.7,0.5,0.1,0,7.3,2.1,0,0,0
64.1,d_19540501,32.4,9.8,1.1,0.2,0,0,3.5,0.4,0,0,0
73.8,d_19540601,19.9,4.8,0.5,0,0,0,6.4,1.4,0,0,0
75.4,d_19540701,12.8,2.5,0,0,0,0,11.7,1.8,0,0,0
77.8,d_19540801,14.1,2.7,0.3,0,0,0,8.1,1,0,0,0
66.6,d_19540901,2.9,1,0,0,0,0,30.5,10.4,1.1,0.3,0
74.7,d_19541001,23.9,8.4,0.8,0,0,0,1.4,0.1,0,0,0
69.9,d_19541101,16.7,8.3,1.4,0.2,0,0,13.4,3.8,0,0,0
48.6,d_19541201,46.6,29.8,10.6,4.3,0.4,0,4.9,1,0,0,0
78.3,d_19550101,17,10.4,2.9,1.1,0.1,0,4.7,0.2,0,0,0
63.4,d_19550201,36.2,15.2,3.7,1.5,0.2,0,0.4,0,0,0,0
22.6,d_19550301,77.4,47.4,12.7,6.9,1.8,0,0,0,0,0,0
26.3,d_19550401,73.6,39.9,9.6,4.7,0.9,0,0,0,0,0,0
33.8,d_19550501,66.3,37.7,11.2,5.3,2.2,0,0,0,0,0,0
35.2,d_19550601,64.7,38.2,9.6,4.5,2.1,0,0,0,0,0,0
53.4,d_19550701,46,25.2,6,3.1,1.4,0,0.6,0,0,0,0
42.9,d_19550801,48.4,34.7,10.8,5,1.8,0,8.7,3.9,0.2,0,0
40.5,d_19550901,49.6,39.9,23,10.5,2.6,0,9.7,5.3,0.2,0,0
15.7,d_19551001,81.6,70.8,34.2,15.7,2.5,0,2.6,0.8,0.1,0,0
29.9,d_19551101,65.2,41.2,8.1,2.4,1.2,0,4.9,2.8,0.5,0.2,0
19.5,d_19551201,10.3,5.8,1,0.2,0,0,70,64.5,51.7,35.2,12.6
19.6,d_19560101,6.4,2.1,0.3,0,0,0,73.9,66.9,53.1,38.8,8.9
23.4,d_19560201,16,10,2.1,0.2,0,0,60.5,54.2,42.8,30.3,6.8
22.8,d_19560301,24.9,17.5,8,2.1,0.1,0,52.3,43.8,24,9.5,0.5
19.1,d_19560401,26.4,17.3,4,1.6,0.2,0,54.5,47.9,18.9,4.2,0
15.9,d_19560501,28.3,24.1,17.5,15.1,12.7,0,55.6,50.7,23.2,6.4,0
16.1,d_19560601,27.8,23.1,16.7,14.4,11.5,0,56.2,50.7,21.8,4.5,0
17.5,d_19560701,23.4,18,10.2,8,5.3,0,58.9,54.2,31.6,9.5,0.3
17,d_19560801,23.7,19,11.3,9.4,6.7,0,59.3,54,35.3,13.3,0.6
58.8,d_19560901,27.5,14.6,10.3,8.6,6.1,0,13.7,5.2,0.1,0,0
40.4,d_19561001,52.5,30,14.2,10.8,7.6,0,7.3,2.5,0.2,0,0
20,d_19561101,79.5,56.7,26.3,14.8,8.4,0,0.5,0,0,0,0
30.8,d_19561201,68.6,47.1,26.8,14.1,7.2,0,0.6,0,0,0,0
35.2,d_19570101,64.8,39.9,8.2,1,0,0,0,0,0,0,0
20.9,d_19570201,79.2,51,4.5,0.8,0,0,0,0,0,0,0
17.2,d_19570301,81.6,55.1,9,2,0,0,1.1,0,0,0,0
19.5,d_19570401,80.3,50.9,8.3,3.2,0.9,0,0.2,0,0,0,0
43.2,d_19570501,55.2,23.1,3,1,0,0,1.6,0,0,0,0
50.7,d_19570601,48.7,14.9,1.6,0,0,0,0.5,0,0,0,0
36.5,d_19570701,63.5,25.2,2.6,0.6,0,0,0,0,0,0,0
78.1,d_19570801,21.6,5.8,0.5,0,0,0,0.2,0,0,0,0
74.7,d_19570901,5.5,1.7,0.1,0,0,0,19.9,6.4,0.1,0,0
52,d_19571001,7.8,2.4,0,0,0,0,40.1,30,12.8,4.4,0.3
52.3,d_19571101,5,1.4,0,0,0,0,42.7,22.6,8.1,2.3,0
31,d_19571201,0.8,0,0,0,0,0,68.3,36.1,1.4,0,0
47.2,d_19580101,4.6,0.2,0,0,0,0,48.1,19.6,3,0.1,0
31,d_19580201,1.6,0.1,0,0,0,0,67.4,42.9,15.8,9.7,1.4
18.1,d_19580301,0,0,0,0,0,0,82,66.4,33.6,15.2,3.1
7.9,d_19580401,0,0,0,0,0,0,92.1,78.9,51.5,32.7,6.2
5.7,d_19580501,0,0,0,0,0,0,94.3,80.4,52.1,33.4,7.6
3.2,d_19580601,0,0,0,0,0,0,96.8,87.8,52.6,32.6,6.8
9.9,d_19580701,0.3,0,0,0,0,0,89.7,77.4,46.2,24.9,3.3
7,d_19580801,0.3,0,0,0,0,0,92.7,82.5,57.1,37,8.8
4.9,d_19580901,0.2,0,0,0,0,0,94.8,86.8,62.8,42.9,18.1
2,d_19581001,0,0,0,0,0,0,97.9,93.6,77.7,58.3,23.9
25.4,d_19581101,0.8,0.1,0,0,0,0,73.9,60.7,37.4,21.8,8
58.8,d_19581201,27.1,9.2,0.1,0,0,0,13.9,7.4,2.2,0.9,0.3
31.1,d_19590101,65.1,49.7,15.7,6.1,1.8,0,3.9,1.8,0.4,0,0
58.6,d_19590201,38.3,14.5,4.3,2,0.8,0,3.3,0.8,0,0,0
21.3,d_19590301,78,54.6,13.3,5.3,1.3,0,0.7,0.3,0,0,0
15.6,d_19590401,83.8,69,22,7.7,2.5,0,0.6,0.2,0,0,0
9.1,d_19590501,90.9,79,33.7,12.2,3.1,0,0,0,0,0,0
5.5,d_19590601,94.5,84.9,41.2,16.7,4.1,0,0,0,0,0,0
7.1,d_19590701,92.8,82.4,38.4,16.1,3.5,0,0,0,0,0,0
16.7,d_19590801,83.4,60.8,22.6,8.5,1.3,0,0,0,0,0,0
58.8,d_19590901,37.3,21.1,4.7,0.9,0,0,3.9,0.4,0,0,0
41.9,d_19591001,57.2,23.5,7.3,3.5,0.4,0,0.9,0.2,0,0,0
7.4,d_19591101,91.7,87,80.7,76.8,65.7,0,0.9,0.5,0,0,0
14.2,d_19591201,76.4,73.5,67.3,59,41.5,0,9.4,6.3,1.5,0.7,0
17.8,d_19600101,72.6,66.6,39.2,17.9,6.1,0,9.5,6.4,1.4,0.5,0
30.4,d_19600201,61.3,31.4,2.4,0,0,0,8.2,5.3,0.8,0.2,0
34.5,d_19600301,59.7,34.1,4.8,0.6,0,0,5.8,3.5,0.4,0,0
36.2,d_19600401,58.3,28.2,3.8,1,0,0,5.5,3.5,0.3,0,0
35.8,d_19600501,58.6,33.3,6.7,2.2,0.4,0,5.6,2.4,0,0,0
25,d_19600601,68.8,48.7,12.2,4.2,1.9,0,6.4,3.4,0,0,0
36.4,d_19600701,58.5,33.5,6.1,2.7,1.1,0,5,1.2,0,0,0
59.4,d_19600801,37.6,13.3,3,1.6,0,0,3.1,0,0,0,0
65.5,d_19600901,22.2,8.1,2.5,0.8,0,0,12.2,5,0,0,0
56.5,d_19601001,31.6,13.6,1.8,0,0,0,11.9,6.8,0.1,0,0
69.1,d_19601101,15.2,3.8,0.2,0,0,0,15.6,5,0.5,0,0
67.7,d_19601201,24.8,8,0.4,0,0,0,7.5,1.8,0,0,0
53.7,d_19610101,44.7,27.6,3.3,0,0,0,1.6,0.2,0,0,0
33,d_19610201,67,49,19.1,5.9,0.2,0,0.1,0,0,0,0
29.2,d_19610301,70.5,52.3,20.7,7.4,0.1,0,0.3,0,0,0,0
26.3,d_19610401,73.6,58.6,24.1,11.4,2.3,0,0.1,0,0,0,0
28.5,d_19610501,70.4,57,23.3,12.3,4.3,0,1.2,0,0,0,0
24,d_19610601,74.3,58.3,25.4,14.2,6.2,0,1.7,0,0,0,0
22.7,d_19610701,74.3,54.8,24.1,15.5,8.3,0,2.9,0.3,0,0,0
19.4,d_19610801,80.2,72.5,47.9,30.2,16.8,0,0.3,0,0,0,0
20,d_19610901,77.3,62.1,28.4,16.1,2.6,0,2.7,1.3,0,0,0
18.8,d_19611001,74.4,61.2,35.7,21.7,9.3,0,6.9,4.5,1.7,0.4,0
47.2,d_19611101,43.2,24.2,5.2,0.8,0,0,9.5,4,1.2,0,0
62.3,d_19611201,35.8,14.7,2.1,0.1,0,0,2,0.5,0,0,0
51.6,d_19620101,45.7,27.7,2.7,0.8,0,0,2.7,0.3,0,0,0
47.5,d_19620201,14.1,5.1,0.5,0,0,0,38.4,27.1,7.7,2.9,0.3
54.5,d_19620301,13.3,5.2,0.8,0,0,0,32.2,17.1,2.8,0.8,0
61.8,d_19620401,16.6,5.4,0.7,0,0,0,21.6,8.7,1.2,0,0
60.6,d_19620501,22.2,10.9,3.9,1.4,0.1,0,17.1,7.4,0.9,0,0
58.1,d_19620601,23,10.8,2.3,1,0,0,18.9,8.6,1,0,0
53.7,d_19620701,22.3,11.3,2.1,0.5,0,0,24,11.6,2.3,0.3,0
57.4,d_19620801,24.8,14.8,6.2,2.4,0,0,17.8,8.3,1.1,0,0
50.3,d_19620901,24.3,13.9,6,2.5,0.7,0,25.4,12.2,2.9,0.1,0
11.7,d_19621001,17.3,13.4,6.8,4,1,0,70.8,60.7,23.2,8.6,1.3
17.2,d_19621101,58.5,55.8,46.2,36,18.4,0,24.4,9,1.4,0.2,0
31.3,d_19621201,59.5,53.8,41,34.1,26.9,0,9.2,2.8,0.7,0,0
42.3,d_19630101,51,44.1,31.4,27.7,20.7,0,6.8,1.7,0,0,0
53.5,d_19630201,41,34.2,20,11.3,2.4,0,5.5,2,0,0,0
51.1,d_19630301,40.2,33.4,16.2,7.5,0.4,0,8.6,1.7,0,0,0
24.5,d_19630401,36.4,29.1,12.1,3.9,0,0,39.1,14,0.8,0,0
26.3,d_19630501,34.2,24.9,10.8,4,0,0,39.4,15.5,0.8,0,0
27.7,d_19630601,31.2,23.4,7.5,1.2,0,0,41.1,19,1.9,0.2,0
56,d_19630701,32.3,25,11.8,4.5,0.7,0,11.8,3,0,0,0
48,d_19630801,26.1,17.1,1.4,0,0,0,25.9,10.4,1.1,0,0
52.2,d_19630901,0.7,0,0,0,0,0,47,24.5,7.8,3.4,0.5
12.9,d_19631001,0,0,0,0,0,0,87.2,68.3,20.3,4.7,0.7
5.5,d_19631101,0,0,0,0,0,0,94.4,86.7,63.8,36.6,2.7
17.8,d_19631201,0,0,0,0,0,0,82.2,49.7,7.6,1,0
79.9,d_19640101,1.8,0,0,0,0,0,18.4,6.3,0.3,0,0
43,d_19640201,53.3,25.8,0.4,0,0,0,3.7,0.8,0,0,0
31.2,d_19640301,67.4,47,3.4,0,0,0,1.4,0.4,0,0,0
31,d_19640401,67.2,49.9,5.9,0.5,0,0,1.7,0.5,0,0,0
29.4,d_19640501,69.6,48.7,6.7,0.8,0,0,1,0,0,0,0
17.9,d_19640601,81.9,63,11.5,2.6,0,0,0.2,0,0,0,0
8.8,d_19640701,90.9,80,30.6,10.2,1.3,0,0.2,0,0,0,0
3.4,d_19640801,96.4,93.3,77,55.6,17.4,0,0.2,0,0,0,0
6.6,d_19640901,92.6,80.8,37,15,2.1,0,0.7,0.4,0,0,0
8.3,d_19641001,91.5,73.5,44.9,24,7.8,0,0.2,0,0,0,0
65.4,d_19641101,25,11.2,1.2,0,0,0,9.7,1.7,0,0,0
23.4,d_19641201,16.4,10.7,1.7,0,0,0,60.1,53.1,30.8,16.7,4.6
19.2,d_19650101,27.2,18.9,7.5,2.1,0.1,0,53.5,47.6,29.8,17.9,3.3
23.2,d_19650201,37.7,31.9,15.5,6.5,0.4,0,39.2,28,8.6,2.1,0.1
33.4,d_19650301,41.8,31.1,10.9,2.7,0,0,24.9,11.9,0.2,0,0
44.5,d_19650401,18.9,6.3,0.1,0,0,0,36.6,21.1,1,0.2,0
49.4,d_19650501,20.5,6.3,0.1,0,0,0,30.1,14.6,0.6,0.1,0
53.8,d_19650601,14,3.9,0,0,0,0,32.2,18.3,1.7,0.2,0
59.9,d_19650701,7.4,1.2,0,0,0,0,32.7,21.5,3.2,0.9,0
56.8,d_19650801,15.2,5.3,0.5,0,0,0,28,17.9,6.2,2.6,0.7
62.1,d_19650901,36.8,10.9,0.9,0,0,0,1.2,0.1,0,0,0
43.7,d_19651001,53.8,36.9,11.7,5.1,1.2,0,2.6,0.3,0,0,0
28.9,d_19651101,2.9,1.3,0,0,0,0,68.1,55.5,34.6,24.9,6.2
17.8,d_19651201,0,0,0,0,0,0,82.1,70.7,53.4,39.9,26.3
49.4,d_19660101,1.1,0.3,0,0,0,0,49.5,38.2,13.9,4,0.1
56.6,d_19660201,6.3,0,0,0,0,0,37,23.6,2.7,0.1,0
48.8,d_19660301,26.1,11.5,0.1,0,0,0,25,8.8,0.1,0,0
48.1,d_19660401,36.6,16.9,0.3,0,0,0,15.2,5.2,0,0,0
40.6,d_19660501,46.1,29.5,4.7,1.3,0,0,13.3,7.1,0,0,0
41.7,d_19660601,43.5,27,3.6,1,0,0,14.7,9.4,0.7,0,0
45.4,d_19660701,35.5,18,0.8,0,0,0,19,12.7,4.8,0.7,0
19.2,d_19660801,74.2,61.5,40.9,17.8,1.3,0,6.6,2.7,0,0,0
12.1,d_19660901,87.9,81.1,64.8,48.5,21.6,0,0,0,0,0,0
7.8,d_19661001,91.7,88.5,75.3,58.5,38.8,0,0.6,0,0,0,0
36.4,d_19661101,61.4,47.3,22.9,11.4,2.1,0,2.1,0.1,0,0,0
62.4,d_19661201,3.7,1,0,0,0,0,33.8,21.1,7.4,2.7,0.5
27.5,d_19670101,3.2,0.9,0,0,0,0,69.3,47.9,11.6,4.1,0.8
59.8,d_19670201,9.7,4,0.2,0,0,0,30.6,10.7,2.5,0.3,0
41.7,d_19670301,15.5,8.3,1.2,0,0,0,42.8,20,3,0.4,0
20.4,d_19670401,13,7.5,0.5,0,0,0,66.5,50.1,12.5,4.1,0.5
25.1,d_19670501,10.8,5,0.1,0,0,0,64.1,47.4,10.8,4.1,0.5
22.6,d_19670601,11.3,4.7,0,0,0,0,66.1,51,13.7,3.6,0.5
17.5,d_19670701,12.2,8,3.8,1.2,0,0,70.2,59.6,24.6,7.4,1.8
30.7,d_19670801,7.5,4.1,0.6,0,0,0,61.8,42,12.6,6,1.5
50.8,d_19670901,2.2,0.7,0,0,0,0,47,29,4.9,1,0
65.8,d_19671001,9.9,2.1,0,0,0,0,24.3,11.3,1.1,0,0
18.8,d_19671101,0.1,0,0,0,0,0,81.1,64.8,34.7,16.5,2.3
34.3,d_19671201,3.4,0.7,0,0,0,0,62.3,51,28.1,10.1,0.6
64.7,d_19680101,19.1,5.2,0.1,0,0,0,16.1,5.9,0.3,0,0
61,d_19680201,27.4,12.6,1.4,0,0,0,11.6,4.7,0.1,0,0
52.9,d_19680301,36.1,17.9,2.4,0.7,0.2,0,10.9,3.6,0,0,0
42.9,d_19680401,49.1,26.3,4.7,1.1,0.4,0,8,2.9,0,0,0
40.6,d_19680501,54.2,31.6,7.3,1.3,0,0,5.2,2.3,0,0,0
39.1,d_19680601,58.8,32,8.5,2.7,0.7,0,2.1,0.3,0,0,0
43.2,d_19680701,48.6,26.5,3.3,0.5,0,0,8.3,4.3,0.1,0,0
46.5,d_19680801,53,36.5,7.6,1,0,0,0.6,0,0,0,0
42.2,d_19680901,57.5,37.9,5.7,1.1,0.2,0,0.3,0,0,0,0
47.2,d_19681001,48.9,19.5,1.8,0.2,0,0,3.9,1.5,0,0,0
66.5,d_19681101,29.5,8.3,0.6,0,0,0,3.9,0.6,0,0,0
59.2,d_19681201,21.9,10.3,0.1,0,0,0,18.9,3.4,0,0,0
15.2,d_19690101,0,0,0,0,0,0,84.8,80.3,52.9,27.5,11.6
9.2,d_19690201,0.7,0,0,0,0,0,90.1,87.7,73.7,54.7,34
9.3,d_19690301,2.6,0.1,0,0,0,0,88.1,81.4,55.8,36.7,19.9
6,d_19690401,7.7,5.9,0.7,0.1,0,0,86.3,78.7,48.2,33.3,17.1
11.7,d_19690501,5.9,1.9,0,0,0,0,82.5,73.9,42.8,32.7,17.2
8.3,d_19690601,4.3,1,0,0,0,0,87.3,79.1,46.3,34.6,19
9.3,d_19690701,2.8,0.5,0,0,0,0,87.9,80.3,48.6,36.6,20.1
10.1,d_19690801,3.5,0.8,0,0,0,0,86.4,79.1,48.6,36,18.5
16.4,d_19690901,0.3,0,0,0,0,0,83.4,71.9,49.4,37.9,19.2
36.7,d_19691001,9.4,3.2,0.2,0,0,0,53.8,39.5,9,1,0
40.3,d_19691101,55.7,35.8,11.5,3,0,0,3.9,0.7,0,0,0
59.4,d_19691201,24.8,9.7,1.2,0,0,0,15.7,2.4,0,0,0
26.9,d_19700101,29.5,18.7,2,0,0,0,43.5,36.5,19.4,4.7,0.2
30.7,d_19700201,30,17.2,3.6,0.8,0,0,39.2,29.7,9.4,1.2,0
37,d_19700301,28.1,10.7,1.2,0.2,0,0,34.8,21.4,1.2,0.1,0
33.7,d_19700401,37.4,22.6,2.8,0.4,0,0,28.9,13.8,0.2,0,0
33.9,d_19700501,40.3,27,4.2,1.8,0.2,0,25.7,9.7,0,0,0
30.4,d_19700601,42.1,28.6,4.6,1,0,0,27.5,14.3,2.1,0,0
37.8,d_19700701,36.2,20.4,1.3,0,0,0,26,12.5,0.5,0,0
35.6,d_19700801,31.6,17.9,1.1,0.1,0,0,32.7,23.9,3.7,0.4,0
70.4,d_19700901,15.2,4.5,0,0,0,0,14.3,3.8,0,0,0
31.1,d_19701001,67,53.7,16.8,3.1,0.6,0,2,0.5,0,0,0
57.1,d_19701101,4.3,0.6,0,0,0,0,38.7,14.3,0.4,0,0
23.7,d_19701201,7.9,4.3,1.2,0.4,0,0,68.3,53.7,12.5,0.7,0
39,d_19710101,13.5,8.7,2.6,0.9,0,0,47.5,25.2,2.8,0,0
63.8,d_19710201,18.8,12.1,5,2,0,0,17.3,6.3,0,0,0
43,d_19710301,37.3,20.7,7.9,4.1,0.6,0,19.7,11.3,2.2,0,0
39.7,d_19710401,43,25.5,8.2,3.9,1.4,0,17.3,10.1,1.8,0,0
46.1,d_19710501,33.7,19.3,11.2,5.9,1,0,20.1,13.9,4.3,1.1,0.1
48.2,d_19710601,29.9,17.5,9.4,4.8,0.9,0,21.8,15.7,7,2.4,0.3
53.6,d_19710701,23.6,16.2,10.2,5.3,1.9,0,22.7,15.9,7.6,2.2,0.3
22.8,d_19710801,66,45.1,9.2,2.2,0.1,0,11.1,6.6,1.6,0.3,0
16.1,d_19710901,74.2,66.1,41.1,14.4,1.5,0,9.7,5.7,2.1,1.2,0.1
19.4,d_19711001,71,60.5,23.8,4.9,0.2,0,9.7,6.7,3.8,2.4,1.4
